FP(8.24, 0.000200, 505., 1253., 2942.)
FP(8.28, 0.000020, 457., 1596., 2487.)
FP(8.30, 0.000020, 892., 2079., 2618.)
FP(8.32, 0.000300, 1413., 2045., 2626.)
FP(8.34, 0.001000, 314., 1802., 2326.)
FP(8.36, 0.002000, 376., 1789., 2488.)
FP(8.38, 0.002000, 361., 1222., 2570.)
FP(8.42, 0.000900, 337., 1058., 2585.)
FP(8.48, 0.000800, 302., 1187., 2572.)
FP(8.52, 0.006000, 341., 1892., 2537.)
FP(8.58, 0.003000, 297., 2173., 2734.)
FP(8.62, 0.001000, 309., 2586., 3478.)
FP(8.64, 0.000400, 229., 2514., 3950.)
FP(8.66, 0.000100, 483., 3043., 3896.)
FP(8.68, 0.000070, 496., 2721., 3448.)
FP(8.70, 0.000070, 469., 3044., 4004.)
FP(8.72, 0.000200, 485., 1266., 3920.)
FP(8.74, 0.004000, 409., 1491., 2591.)
FP(8.82, 0.019000, 659., 1342., 2470.)
FP(8.86, 0.010000, 664., 1242., 2575.)
FP(8.90, 0.001000, 369., 1407., 2594.)
FP(8.92, 0.000100, 704., 1336., 2596.)
FP(8.94, 0.000030, 554., 1203., 2371.)
FP(9.00, 0.000002, 535., 1442., 2734.)
FP(9.02, 0.000001, 532., 1201., 2424.)
FP(9.04, 0.000000, 500., 1500., 2500.)
FP(9.76, 0.000000, 500., 1500., 2500.)
FP(9.78, 0.000000, 204., 2252., 3247.)
FP(9.80, 0.000000, 98., 1957., 2609.)
FP(9.82, 0.000001, 284., 1469., 2182.)
FP(9.84, 0.000001, 226., 1222., 2134.)
FP(9.86, 0.000001, 241., 1193., 2192.)
FP(9.88, 0.000002, 199., 1032., 2018.)
FP(9.90, 0.000004, 219., 1147., 1988.)
FP(9.92, 0.000006, 179., 1076., 1906.)
FP(9.94, 0.000009, 146., 1147., 2503.)
FP(9.96, 0.000030, 186., 1947., 2701.)
FP(9.98, 0.000090, 142., 2362., 2808.)
FP(10.00, 0.001000, 221., 2421., 3028.)
FP(10.02, 0.011000, 378., 2519., 2890.)
FP(10.06, 0.011000, 365., 2255., 2736.)
FP(10.08, 0.015000, 255., 2680., 3650.)
FP(10.10, 0.022000, 824., 2690., 3573.)
FP(10.12, 0.022000, 421., 2745., 4028.)
FP(10.14, 0.005000, 336., 2646., 4048.)
FP(10.16, 0.006000, 172., 2575., 4053.)
FP(10.18, 0.010000, 1476., 2428., 3412.)
FP(10.20, 0.010000, 593., 2623., 3998.)
FP(10.22, 0.002000, 319., 2517., 4144.)
FP(10.24, 0.046000, 266., 1058., 2630.)
FP(10.26, 0.046000, 513., 1162., 2627.)
FP(10.28, 0.008000, 322., 794., 2552.)
FP(10.32, 0.011000, 328., 1012., 2356.)
FP(10.34, 0.008000, 305., 790., 2417.)
FP(10.36, 0.008000, 233., 842., 2478.)
FP(10.42, 0.005000, 275., 817., 2048.)
FP(10.46, 0.005000, 287., 861., 2620.)
FP(10.50, 0.005000, 235., 871., 2665.)
FP(10.52, 0.005000, 231., 932., 2249.)
FP(10.54, 0.005000, 210., 937., 2504.)
FP(10.56, 0.005000, 262., 950., 2359.)
FP(10.60, 0.002000, 266., 860., 2401.)
FP(10.62, 0.005000, 290., 2209., 2516.)
FP(10.68, 0.022000, 291., 2399., 2847.)
FP(10.70, 0.026000, 223., 2398., 2909.)
FP(10.74, 0.083000, 287., 2642., 3026.)
FP(10.76, 0.059000, 957., 2681., 3052.)
FP(10.84, 0.006000, 866., 2721., 3250.)
FP(10.86, 0.007000, 1291., 2470., 3203.)
FP(10.88, 0.007000, 452., 1523., 2486.)
FP(10.90, 0.000600, 434., 1650., 3186.)
FP(10.92, 0.000600, 594., 1605., 2448.)
FP(10.94, 0.000010, 448., 1179., 2604.)
FP(10.96, 0.000003, 186., 1105., 2746.)
FP(10.98, 0.000001, 553., 1549., 2343.)
FP(11.00, 0.000001, 543., 1253., 2387.)
FP(11.04, 0.000000, 535., 1586., 2211.)
FP(11.06, 0.000000, 500., 1500., 2500.)
FP(12.20, 0.000000, 500., 1500., 2500.)
FP(12.22, 0.000100, 773., 2588., 3579.)
FP(12.24, 0.001000, 393., 1886., 2865.)
FP(12.26, 0.002000, 217., 1943., 2723.)
FP(12.30, 0.007000, 302., 2008., 2372.)
FP(12.32, 0.007000, 380., 1657., 2079.)
FP(12.36, 0.015000, 543., 1132., 2340.)
FP(12.38, 0.015000, 678., 1141., 2294.)
FP(12.48, 0.010000, 612., 1088., 1660.)
FP(12.52, 0.014000, 652., 1023., 2457.)
FP(12.56, 0.011000, 524., 928., 2835.)
FP(12.58, 0.008000, 488., 929., 2840.)
FP(12.60, 0.009000, 489., 938., 3650.)
FP(12.62, 0.024000, 527., 935., 2853.)
FP(12.66, 0.027000, 943., 1171., 2887.)
FP(12.72, 0.069000, 840., 1103., 2924.)
FP(12.80, 0.070000, 887., 1361., 2947.)
FP(12.82, 0.101000, 965., 1781., 2781.)
FP(12.88, 0.078000, 801., 2171., 2807.)
FP(12.90, 0.058000, 887., 2154., 2781.)
FP(12.92, 0.058000, 382., 2315., 2848.)
FP(12.96, 0.010000, 328., 2390., 2667.)
FP(13.00, 0.014000, 480., 2130., 2702.)
FP(13.02, 0.028000, 728., 1854., 2613.)
FP(13.06, 0.102000, 941., 1524., 2362.)
FP(13.12, 0.057000, 670., 1843., 2413.)
FP(13.14, 0.013000, 795., 1747., 2564.)
FP(13.16, 0.003000, 242., 2003., 2487.)
FP(13.18, 0.019000, 245., 1810., 2457.)
FP(13.20, 0.056000, 405., 2003., 2594.)
FP(13.28, 0.086000, 665., 2032., 2659.)
FP(13.32, 0.038000, 561., 1357., 2543.)
FP(13.44, 0.090000, 482., 2146., 2790.)
FP(13.56, 0.010000, 345., 2152., 2830.)
FP(13.66, 0.054000, 564., 2072., 2796.)
FP(13.68, 0.049000, 382., 2166., 2708.)
FP(13.70, 0.049000, 334., 2289., 2838.)
FP(13.72, 0.005000, 443., 2158., 2784.)
FP(13.74, 0.000900, 330., 2236., 2942.)
FP(13.76, 0.007000, 314., 2997., 3828.)
FP(13.80, 0.019000, 503., 2838., 3660.)
FP(13.82, 0.019000, 312., 2822., 3436.)
FP(13.86, 0.014000, 263., 2600., 3376.)
FP(13.90, 0.027000, 277., 2115., 3109.)
FP(13.92, 0.027000, 323., 2133., 3256.)
FP(13.94, 0.028000, 466., 1902., 2379.)
FP(14.16, 0.000050, 424., 1119., 2223.)
FP(14.18, 0.000020, 467., 1505., 2222.)
FP(14.20, 0.000002, 440., 2275., 3293.)
FP(14.24, 0.000000, 584., 2306., 3234.)
FP(14.26, 0.000000, 542., 1623., 2294.)
FP(14.28, 0.000000, 621., 1642., 3081.)
FP(14.30, 0.000000, 500., 1500., 2500.)
FP(14.32, 0.000000, 597., 1740., 2350.)
FP(14.34, 0.000000, 503., 1887., 2496.)
FP(14.36, 0.000000, 754., 1988., 2582.)
FP(14.38, 0.000000, 675., 1750., 2314.)
FP(14.40, 0.000001, 351., 1748., 2313.)
FP(14.42, 0.000001, 702., 1880., 2334.)
FP(14.44, 0.000000, 719., 1933., 2347.)
FP(14.46, 0.000000, 683., 1822., 2342.)
FP(14.48, 0.000000, 298., 2307., 2981.)
FP(14.50, 0.000004, 756., 1610., 2535.)
FP(14.52, 0.001000, 308., 1675., 2982.)
FP(14.60, 0.074000, 284., 2100., 3194.)
FP(14.68, 0.088000, 796., 2367., 3333.)
FP(14.70, 0.088000, 836., 1997., 2562.)
FP(14.72, 0.073000, 859., 1495., 2627.)
FP(14.74, 0.073000, 871., 1407., 2737.)
FP(14.76, 0.073000, 876., 1437., 2268.)
FP(14.80, 0.073000, 898., 1630., 2227.)
FP(14.82, 0.030000, 686., 1817., 2838.)
FP(14.84, 0.006000, 608., 1562., 2489.)
FP(14.86, 0.003000, 605., 1821., 2871.)
FP(14.88, 0.001000, 695., 1732., 2750.)
FP(14.90, 0.000600, 619., 1786., 2751.)
FP(14.92, 0.000200, 882., 1914., 2782.)
FP(14.94, 0.000100, 563., 1765., 3513.)
FP(14.96, 0.000600, 815., 1624., 3028.)
FP(14.98, 0.004000, 846., 1674., 3497.)
FP(15.00, 0.013000, 912., 1779., 3039.)
FP(15.02, 0.091000, 652., 2058., 2948.)
FP(15.04, 0.091000, 821., 1943., 3147.)
FP(15.08, 0.044000, 767., 1795., 2348.)
FP(15.34, 0.098000, 753., 1863., 2583.)
FP(15.40, 0.067000, 542., 1993., 2453.)
FP(15.42, 0.021000, 571., 1915., 2589.)
FP(15.44, 0.016000, 437., 2107., 2603.)
FP(15.48, 0.157000, 540., 2134., 2571.)
FP(15.52, 0.052000, 459., 2189., 2865.)
FP(15.56, 0.071000, 501., 2191., 2550.)
FP(15.64, 0.104000, 775., 1810., 2214.)
FP(15.66, 0.019000, 771., 1841., 2935.)
FP(15.68, 0.003000, 701., 2188., 2952.)
FP(15.70, 0.003000, 1061., 1964., 2524.)
FP(15.72, 0.001000, 618., 1958., 2551.)
FP(15.74, 0.000500, 481., 1617., 2199.)
FP(15.76, 0.000100, 670., 1816., 2895.)
FP(15.78, 0.002000, 889., 1987., 2936.)
FP(15.80, 0.004000, 359., 1014., 3371.)
FP(15.82, 0.011000, 288., 1208., 3408.)
FP(15.84, 0.024000, 815., 1215., 3381.)
FP(15.86, 0.056000, 510., 1245., 3362.)
FP(15.88, 0.056000, 680., 1394., 3278.)
FP(15.90, 0.034000, 748., 1194., 2374.)
FP(16.04, 0.048000, 874., 1215., 2291.)
FP(16.10, 0.065000, 735., 1415., 2335.)
FP(16.14, 0.048000, 633., 1288., 2465.)
FP(16.20, 0.012000, 736., 1490., 2447.)
FP(16.24, 0.019000, 374., 1199., 3224.)
FP(16.26, 0.032000, 368., 1544., 3216.)
FP(16.28, 0.140000, 445., 1993., 2602.)
FP(16.30, 0.140000, 621., 1974., 2553.)
FP(16.34, 0.072000, 343., 2249., 2667.)
FP(16.46, 0.006000, 235., 2191., 2761.)
FP(16.50, 0.003000, 329., 2175., 2730.)
FP(16.54, 0.086000, 418., 1419., 2665.)
FP(16.58, 0.118000, 849., 1251., 2513.)
FP(16.62, 0.044000, 853., 1323., 2427.)
FP(16.64, 0.025000, 843., 1293., 3053.)
FP(16.68, 0.044000, 803., 1327., 2798.)
FP(16.72, 0.047000, 963., 1226., 3025.)
FP(16.82, 0.031000, 923., 1259., 3066.)
FP(16.84, 0.031000, 882., 1202., 2642.)
FP(16.98, 0.000003, 798., 1373., 2927.)
FP(17.02, 0.000001, 394., 1053., 3106.)
FP(17.04, 0.000001, 347., 856., 3043.)
FP(17.08, 0.000002, 273., 851., 2289.)
FP(17.12, 0.000005, 244., 779., 3550.)
FP(17.14, 0.000005, 283., 804., 2929.)
FP(17.16, 0.000020, 242., 806., 1784.)
FP(17.18, 0.000040, 239., 981., 3118.)
FP(17.20, 0.000700, 269., 1374., 3050.)
FP(17.22, 0.017000, 533., 1092., 3098.)
FP(17.26, 0.040000, 665., 1224., 2896.)
FP(17.28, 0.067000, 889., 1266., 2771.)
FP(17.40, 0.052000, 946., 1987., 2532.)
FP(17.42, 0.172000, 926., 2013., 2606.)
FP(17.44, 0.173000, 640., 1972., 2610.)
FP(17.48, 0.178000, 489., 2773., 3137.)
FP(17.54, 0.054000, 526., 2417., 3184.)
FP(17.58, 0.011000, 486., 2142., 4178.)
FP(17.60, 0.011000, 502., 2245., 3570.)
FP(17.62, 0.011000, 579., 2121., 4286.)
FP(17.64, 0.011000, 568., 2143., 3924.)
FP(17.68, 0.005000, 757., 1967., 3727.)
FP(17.70, 0.002000, 536., 1727., 3889.)
FP(17.72, 0.008000, 410., 2160., 3704.)
FP(17.74, 0.028000, 458., 2177., 3740.)
FP(17.76, 0.079000, 707., 1836., 3895.)
FP(17.84, 0.022000, 782., 1202., 2720.)
FP(17.88, 0.011000, 801., 1367., 3267.)
FP(17.90, 0.008000, 457., 805., 3196.)
FP(17.92, 0.006000, 530., 849., 3103.)
FP(17.94, 0.003000, 793., 1318., 3029.)
FP(17.98, 0.006000, 781., 2277., 2924.)
FP(18.02, 0.022000, 870., 2071., 3834.)
FP(18.08, 0.000900, 619., 2081., 3987.)
FP(18.10, 0.000900, 725., 1829., 2406.)
FP(18.12, 0.000500, 651., 2251., 3682.)
FP(18.16, 0.000700, 389., 2011., 3706.)
FP(18.18, 0.000700, 671., 2137., 3881.)
FP(18.20, 0.000800, 131., 2286., 3726.)
FP(18.22, 0.000800, 189., 2122., 3637.)
FP(18.24, 0.000300, 442., 1695., 3695.)
FP(18.26, 0.002000, 558., 1559., 2131.)
FP(18.28, 0.096000, 447., 2308., 3658.)
FP(18.30, 0.466000, 587., 2311., 3874.)
FP(18.40, 0.080000, 742., 1558., 1874.)
FP(18.48, 0.051000, 649., 1839., 2189.)
FP(18.58, 0.000700, 711., 1789., 2216.)
FP(18.60, 0.000700, 626., 1458., 2009.)
FP(18.62, 0.004000, 609., 1082., 2852.)
FP(18.78, 0.000200, 578., 866., 3414.)
FP(18.80, 0.000060, 565., 2229., 3193.)
FP(18.82, 0.000020, 383., 770., 2985.)
FP(18.84, 0.000009, 762., 2146., 3137.)
FP(18.86, 0.000010, 869., 2599., 3149.)
FP(18.90, 0.000040, 770., 1986., 3672.)
FP(18.92, 0.000040, 847., 2046., 3722.)
FP(18.94, 0.009000, 884., 2239., 2863.)
FP(18.96, 0.012000, 353., 2235., 3715.)
FP(18.98, 0.016000, 235., 2223., 3884.)
FP(19.00, 0.016000, 252., 1865., 2252.)
FP(19.08, 0.014000, 301., 2286., 2615.)
FP(19.12, 0.072000, 325., 2105., 2477.)
FP(19.14, 0.072000, 357., 2025., 2495.)
FP(19.16, 0.031000, 447., 1359., 2496.)
FP(19.18, 0.031000, 549., 1241., 2487.)
FP(19.24, 0.033000, 877., 1234., 2367.)
FP(19.26, 0.035000, 878., 1121., 2734.)
FP(19.28, 0.035000, 877., 1826., 2704.)
FP(19.32, 0.032000, 888., 1882., 2715.)
FP(19.34, 0.010000, 351., 1869., 2637.)
FP(19.36, 0.002000, 407., 1982., 2798.)
FP(19.38, 0.002000, 335., 1826., 2737.)
FP(19.40, 0.005000, 529., 2135., 2863.)
FP(19.42, 0.019000, 579., 2259., 2801.)
FP(19.48, 0.020000, 583., 1570., 2411.)
FP(19.50, 0.030000, 559., 1630., 3936.)
FP(19.54, 0.023000, 372., 1835., 3938.)
FP(19.56, 0.023000, 494., 2682., 3759.)
FP(19.58, 0.016000, 395., 2467., 3820.)
FP(19.60, 0.008000, 454., 1686., 3777.)
FP(19.64, 0.009000, 747., 2606., 3855.)
FP(19.66, 0.038000, 496., 1677., 2502.)
FP(19.70, 0.077000, 593., 1767., 2578.)
FP(19.72, 0.032000, 819., 1759., 2624.)
FP(19.74, 0.032000, 845., 2001., 2778.)
FP(19.78, 0.015000, 829., 1439., 2828.)
FP(19.80, 0.016000, 825., 1451., 2830.)
FP(19.82, 0.016000, 702., 915., 2760.)
FP(19.88, 0.006000, 506., 1035., 2821.)
FP(19.90, 0.023000, 522., 1042., 2540.)
FP(19.92, 0.023000, 771., 1182., 2821.)
FP(20.10, 0.074000, 911., 1266., 2842.)
FP(20.16, 0.071000, 789., 1711., 2429.)
FP(20.18, 0.033000, 625., 1990., 2541.)
FP(20.26, 0.003000, 462., 1920., 2520.)
FP(20.28, 0.000400, 625., 1984., 2473.)
FP(20.36, 0.000030, 629., 2117., 2481.)
FP(20.38, 0.000009, 1004., 2348., 3124.)
FP(20.40, 0.000002, 664., 2373., 3085.)
FP(20.42, 0.000002, 640., 1904., 3168.)
FP(20.44, 0.000000, 500., 1500., 2500.)
FP(21.62, 0.000000, 500., 1500., 2500.)
FP(21.64, 0.000001, 1026., 1762., 2685.)
FP(21.66, 0.000001, 1056., 1916., 2398.)
FP(21.70, 0.004000, 1052., 1842., 2704.)
