intensity	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
0.00000002	1219.2	2289.5	3127.2	5445.5	--undefined--
0.00000002	1652.0	2174.7	3201.3	5444.3	--undefined--
0.00000002	935.3	2185.0	3163.2	5445.2	--undefined--
0.00000001	1436.2	2238.3	3381.0	5444.9	--undefined--
0.00000001	1009.6	2204.6	2979.8	4339.5	5445.5
0.00000001	1036.6	2033.4	3101.6	4132.8	5445.5
0.00000001	1089.7	2092.1	3145.1	5445.6	--undefined--
0.00000001	1003.7	2053.8	3414.4	4300.7	5445.8
0.00000001	923.9	2076.9	3102.5	4568.8	5445.1
0.000000009	829.5	2032.4	3016.1	5445.4	--undefined--
0.000000008	1192.0	2309.3	3220.4	5445.7	--undefined--
0.000000007	1458.8	1512.9	2758.7	4199.9	5445.1
0.000000006	964.0	2165.8	2832.6	4428.7	5445.9
0.000000005	1183.2	2208.3	3103.8	3914.0	5447.5
0.000000005	1536.7	2460.6	3489.9	5446.3	--undefined--
0.000000004	895.3	1961.4	2877.1	4519.6	5448.9
0.000000004	961.6	1890.5	2963.8	4353.1	5449.5
0.000001	892.6	2053.7	2983.0	5446.7	--undefined--
0.0000008	914.8	2105.1	2352.9	3532.2	--undefined--
0.000001	1073.1	1728.7	2449.9	3992.7	--undefined--
0.000002	373.5	1645.3	2758.6	4058.8	5091.4
0.000002	340.7	1731.5	2349.5	2861.1	4998.3
0.000003	866.3	1945.1	3105.1	4891.3	--undefined--
0.000006	774.8	1905.7	3218.7	4892.8	--undefined--
0.00001	1583.2	2445.5	2699.5	4823.7	--undefined--
0.00001	1144.4	2069.8	2768.2	4790.5	--undefined--
0.00003	1042.5	2506.3	3228.7	4905.0	--undefined--
0.00007	1080.8	2414.8	3910.5	4912.3	--undefined--
0.0003	971.2	2533.1	3111.8	4004.4	--undefined--
0.004	380.9	2461.3	2833.9	3889.5	--undefined--
0.027	388.2	1923.3	2680.4	3618.5	4665.1
0.028	358.6	2107.5	2619.7	3571.8	4731.0
0.076	337.9	2651.3	2782.4	3862.7	4707.7
0.516	382.2	2623.6	3525.1	4039.4	5018.6
0.890	696.9	2691.9	3869.9	4252.9	4993.5
0.507	622.7	2823.3	3759.7	4455.6	5101.8
1.210	695.9	2775.2	3988.8	4591.9	4968.9
1.966	811.8	3160.9	3444.5	4704.4	4994.0
0.640	658.9	2627.0	4010.6	4663.6	--undefined--
0.026	531.9	2704.5	4042.0	4759.3	--undefined--
0.006	536.0	2616.1	2857.9	4269.6	4854.6
0.361	742.8	2618.4	3000.4	4292.1	4654.6
0.030	779.1	2724.3	3012.3	3657.4	4848.6
0.019	536.4	906.3	2476.8	3940.5	4904.1
0.028	407.6	1948.1	2526.5	3769.8	4851.4
0.021	722.0	2486.2	4018.6	4858.8	--undefined--
0.012	560.4	1529.6	2366.4	4059.0	4731.7
0.019	620.0	1085.2	2388.2	4000.9	4787.8
0.008	489.3	1223.4	2249.3	4217.7	4794.4
0.008	568.0	1245.8	2338.6	3917.4	4801.1
0.015	509.7	758.5	2383.0	4006.9	4917.9
0.012	638.4	787.4	2440.6	4057.9	4805.0
0.013	502.5	1145.9	2577.0	3924.1	4918.3
0.010	789.5	2677.3	4205.8	4748.0	--undefined--
0.005	942.2	2527.7	4059.7	4423.2	--undefined--
0.011	321.7	1635.3	2547.7	3953.3	4686.9
0.012	230.3	683.2	2480.1	3882.9	4639.9
0.002	271.7	971.7	2535.5	4412.7	4829.4
0.002	364.4	1453.3	2551.0	4520.9	4810.1
0.004	685.7	2429.7	3418.8	4823.8	--undefined--
0.008	393.3	1936.4	2479.2	3930.5	4974.5
0.015	443.7	1991.8	2555.6	4135.0	5084.2
0.035	384.8	2160.5	2623.6	3898.7	5007.4
0.013	774.6	2541.3	3092.0	4280.3	--undefined--
0.037	370.1	2200.9	2974.0	4151.6	4861.0
0.129	419.9	2643.0	2817.2	4028.0	4439.2
0.083	662.4	2657.8	2983.0	4122.8	4362.7
0.082	600.0	2680.6	3064.1	4095.3	4301.4
0.042	911.1	2926.4	3071.5	4311.6	--undefined--
0.011	781.8	2542.7	3138.7	4279.4	--undefined--
0.008	839.8	2509.8	3125.8	4149.4	--undefined--
0.006	802.4	2627.4	2669.5	3858.5	4996.4
0.011	943.9	1873.9	2677.1	4019.4	4801.3
0.0008	652.2	2158.0	2816.4	4120.4	4617.9
0.0007	585.3	1596.6	2667.8	3836.4	5103.8
0.00002	999.1	2169.5	3144.1	4185.9	--undefined--
0.00001	1091.7	1999.6	2843.1	4139.1	--undefined--
0.000004	530.6	1361.2	2683.6	3615.1	--undefined--
0.000003	546.1	1821.7	1891.3	3299.7	--undefined--
0.000003	565.3	1348.6	2258.6	3392.7	--undefined--
0.000002	540.5	1661.5	2336.1	3623.4	--undefined--
0.0000006	643.4	1613.4	2320.9	3336.8	--undefined--
0.00000003	1267.7	2452.5	3085.1	5444.5	--undefined--
0.00000003	1025.6	2192.7	3039.8	5443.7	--undefined--
0.00000003	1374.8	2140.3	3408.2	5445.4	--undefined--
0.00000003	1083.6	2196.7	3161.9	5445.0	--undefined--
0.00000003	1101.0	1925.5	2764.3	4934.1	5444.9
0.00000003	1276.4	2361.0	3296.3	5444.1	--undefined--
0.00000003	1105.9	2120.6	3011.5	5445.1	--undefined--
0.00000003	1082.0	2289.9	3374.4	5445.1	--undefined--
0.00000003	1200.6	2201.2	3253.0	5444.8	--undefined--
0.00000003	1163.9	1828.0	2914.8	4775.5	5445.4
0.00000003	1183.3	2311.9	3047.1	5444.4	--undefined--
0.00000003	1093.8	2088.1	3046.1	5445.5	--undefined--
0.00000003	1301.2	2343.9	3510.7	5444.8	--undefined--
0.00000003	759.2	2031.7	2983.6	4983.3	5445.2
0.00000003	1316.8	2419.7	3412.3	5444.9	--undefined--
0.00000002	1285.1	2019.1	2952.2	5445.5	--undefined--
0.00000002	860.3	2099.6	3121.6	5444.7	--undefined--
0.00000002	1140.1	2148.3	3199.1	5445.1	--undefined--
0.00000002	1494.0	2632.8	3075.8	5445.4	--undefined--
0.00000002	1159.9	2004.2	3184.8	5445.2	--undefined--
0.00000002	1362.1	2330.0	3313.0	5445.3	--undefined--
0.00000002	888.6	1973.9	3158.9	4740.1	5445.0
0.00000002	1206.4	2183.0	3119.2	5444.9	--undefined--
0.00000002	1254.4	2121.0	3188.4	5446.1	--undefined--
0.00000002	1146.8	2043.6	2827.9	4750.0	5445.3
0.00000002	1059.0	1999.2	2861.1	5445.3	--undefined--
0.00000002	1182.2	2115.8	3130.9	5445.1	--undefined--
0.00000002	937.7	1983.7	2914.1	4616.3	5446.1
0.00000002	1052.1	2247.1	3023.6	4994.9	5445.9
0.00000002	1298.1	2139.8	2761.7	4291.3	5445.3
0.00000002	1294.2	1767.4	2928.0	4986.2	5446.0
0.00000002	1430.8	2338.5	3230.1	5445.5	--undefined--
0.00000002	1209.8	2258.8	2906.6	4749.5	5445.4
0.00000002	1036.8	1954.9	3288.2	5210.9	5445.1
0.00000002	1343.3	2293.0	2781.6	5445.2	--undefined--
0.00000001	989.7	2036.2	2992.0	4717.7	5445.5
0.00000001	939.0	2156.4	2905.8	4325.1	5445.5
0.00000001	1450.2	2096.2	3199.6	5445.1	--undefined--
0.00000001	1297.5	2602.5	2918.5	5445.9	--undefined--
0.00000001	939.1	1917.1	3146.4	4447.4	5445.7
0.00000001	953.5	2044.4	2987.7	4931.2	5445.2
0.00000001	1543.8	1801.1	2907.8	4523.7	5445.3
0.00000001	1647.8	2560.7	2941.7	5445.2	--undefined--
0.00000001	1359.4	1938.1	3111.0	5444.4	--undefined--
0.00000001	1251.1	1590.7	3000.4	4167.2	5445.4
0.00000001	1162.9	1664.0	2979.1	4385.7	5446.1
0.000000009	1214.1	2106.3	3106.1	5446.0	--undefined--
0.000000009	1332.0	2028.6	3032.7	5444.0	--undefined--
0.000000009	1341.3	2219.5	3270.2	4929.6	5447.1
0.000000008	1333.7	2351.4	3147.3	5445.3	--undefined--
0.000000007	1137.4	2030.9	2983.4	4753.3	5445.8
0.000000007	1437.4	2040.1	3127.9	5444.7	--undefined--
0.000000006	975.9	2192.2	2993.7	5097.5	5445.4
0.000000006	888.4	1791.9	2904.0	4411.4	5447.6
0.000000005	1012.4	2501.2	3462.6	5445.0	--undefined--
0.000000005	1197.1	2066.9	2860.5	4429.9	5447.2
0.000000004	1531.3	2804.3	3688.4	--undefined--	--undefined--
0.00000001	1690.8	2811.3	3730.4	--undefined--	--undefined--
0.0004	501.8	1888.4	3007.3	3691.8	5035.2
0.004	2158.7	2894.5	3964.4	5110.8	--undefined--
0.007	84.3	1990.9	2708.7	3299.2	4725.6
0.024	276.8	2015.2	2664.5	3162.1	4887.2
0.028	386.1	2002.5	2922.0	3390.1	5311.4
0.025	445.5	2063.9	2343.7	3202.5	4712.6
0.035	491.8	1323.2	2419.5	3246.7	4491.4
0.059	890.8	1052.5	2347.1	3260.0	4534.9
0.057	756.1	1309.0	2505.2	3443.8	--undefined--
0.078	723.4	1331.8	2233.1	3288.6	--undefined--
0.058	717.3	1288.4	2136.5	3323.1	5007.9
0.050	726.3	1270.4	2039.6	3153.0	--undefined--
0.037	788.1	1374.8	2166.5	3206.3	--undefined--
0.039	715.8	1195.6	2142.3	3457.9	--undefined--
0.055	692.0	1039.1	2256.0	3482.5	--undefined--
0.056	698.1	967.7	2609.3	3506.3	--undefined--
0.043	677.8	979.5	2773.8	3918.2	--undefined--
0.031	620.2	948.7	2855.5	3947.9	--undefined--
0.032	663.2	1028.5	3418.4	3918.4	--undefined--
0.038	590.3	973.5	2642.0	3747.6	5100.6
0.096	723.9	1005.2	2897.9	4197.7	4765.9
0.107	881.0	1078.5	2877.1	3665.7	4947.6
0.109	918.3	1208.8	3160.9	3775.7	4732.8
0.111	917.5	1242.2	2919.3	3745.2	4289.7
0.118	951.7	1251.8	2929.1	3691.5	4282.5
0.276	1046.8	1145.4	2826.4	3593.1	4276.3
0.282	1065.8	1356.6	2845.4	3597.1	4190.9
0.252	1037.7	1392.4	2971.9	3655.5	4201.6
0.243	1015.3	1481.1	2995.6	3656.4	4169.4
0.279	1046.0	1616.9	2842.5	3603.2	4314.5
0.404	989.9	1676.4	2765.1	3587.2	4522.1
0.261	882.2	1890.6	2821.5	3493.2	4541.1
0.313	845.5	2148.6	2954.8	3638.8	4331.5
0.234	870.2	2153.8	2844.7	3487.4	4253.6
0.231	675.8	2217.6	2866.5	3773.2	4038.6
0.201	539.8	2514.6	2920.2	3824.9	4012.5
0.042	386.6	2223.9	2721.6	3619.2	4156.9
0.037	484.7	2306.1	2833.4	3599.5	4044.3
0.025	625.8	2197.4	2704.5	3774.2	4214.9
0.057	701.9	2055.1	2745.1	3543.3	4204.5
0.114	813.5	1846.9	2743.2	3323.2	4349.2
0.280	959.9	1802.7	2592.8	3309.2	4429.6
0.408	980.3	1989.8	2554.9	3224.7	4319.7
0.402	871.9	1794.2	2499.2	3324.8	4521.1
0.227	888.3	1827.2	2550.2	3066.1	4564.7
0.053	783.6	1748.9	2474.5	3164.9	4467.9
0.012	542.7	1660.0	2493.7	3444.3	4191.5
0.006	1166.4	2492.8	3339.9	4902.8	--undefined--
0.077	385.9	1849.3	2575.9	3399.6	4257.2
0.225	534.1	1991.2	2668.2	3515.1	4157.8
0.265	575.3	2027.1	2682.0	3568.3	3992.5
0.303	594.3	2051.0	2611.2	3583.2	3795.2
0.345	818.0	1916.6	2650.1	3724.2	3791.1
0.262	757.7	1786.1	2461.0	3628.6	4219.2
0.153	887.7	1589.8	2549.6	3735.5	4609.4
0.055	599.8	1605.3	2649.0	3745.5	--undefined--
0.016	893.7	1604.4	2605.4	3747.4	--undefined--
0.069	616.4	1680.2	2551.6	3771.8	5203.7
0.140	545.7	1836.4	2654.3	3785.8	4532.9
0.169	519.1	1980.8	2724.3	3791.7	4609.4
0.232	508.8	2003.5	2685.2	3809.2	4475.7
0.359	515.1	2061.1	2765.8	3771.9	4493.8
0.250	704.6	2149.6	2749.9	3718.2	4878.3
0.029	793.2	2348.2	2606.3	3867.3	5084.9
0.026	557.0	2184.1	3302.1	4023.3	--undefined--
0.033	2172.3	2926.8	3709.5	4802.2	--undefined--
0.040	354.1	2326.7	3452.6	4117.0	4709.2
0.041	381.7	2201.1	3437.8	3974.4	5163.9
0.113	496.7	2220.5	2839.0	3580.4	4812.7
0.138	526.7	2112.4	2720.4	3561.8	4685.1
0.151	499.1	2224.7	2727.2	3754.9	4193.6
0.216	650.9	2137.3	2754.1	3670.8	4399.5
0.148	570.9	2158.4	2648.6	3633.2	4388.3
0.196	358.6	2226.0	2638.6	3544.5	4292.8
0.020	479.9	2125.9	2814.2	3699.8	4870.2
0.002	496.4	2768.0	3592.6	3991.0	--undefined--
0.005	496.4	2044.3	3162.3	3857.2	4797.3
0.040	667.4	2842.4	3822.7	4705.2	4866.8
0.073	877.4	2878.5	3694.5	4251.3	--undefined--
0.092	2852.0	3797.0	4591.8	--undefined--	--undefined--
0.027	697.4	2746.2	3710.7	4527.8	--undefined--
0.029	254.8	2855.9	3632.0	4664.3	--undefined--
0.005	299.9	2638.0	3390.3	4548.4	--undefined--
0.009	319.2	2045.9	3163.2	3717.4	--undefined--
0.012	408.4	2174.7	3360.6	3600.0	--undefined--
0.069	470.0	2115.2	2410.7	3529.1	--undefined--
0.110	503.1	1938.6	2490.6	3393.6	5177.5
0.085	474.4	2033.8	2764.5	3467.0	--undefined--
0.070	445.6	1895.8	2790.0	3385.9	--undefined--
0.067	475.7	1870.2	2855.6	3300.8	--undefined--
0.034	497.0	1712.1	2260.6	3344.6	5288.4
0.021	479.7	1527.0	2576.1	3336.7	5103.3
0.016	474.7	1383.2	2316.0	3354.6	3855.5
0.005	521.1	1393.7	2351.3	3329.4	4478.8
0.003	432.6	1125.9	2242.3	3316.1	--undefined--
0.0005	1008.1	2236.6	3310.1	4577.0	--undefined--
0.0002	476.0	1383.6	2270.9	3296.2	4134.0
0.00008	792.3	2138.4	2966.3	3300.3	--undefined--
0.000010	1139.5	2116.3	3012.0	3360.2	--undefined--
0.0000009	513.1	1733.3	2372.9	3408.3	--undefined--
0.0000002	615.9	1967.3	3280.9	3876.4	--undefined--
0.0000002	470.3	2158.8	3407.2	3478.7	--undefined--
0.00000007	627.5	1337.9	2269.7	3356.9	--undefined--
0.00000005	704.4	984.2	2314.6	3204.8	--undefined--
0.00000009	575.2	1531.4	2357.8	3377.7	--undefined--
0.0000002	594.7	1666.6	2403.7	3543.7	--undefined--
0.0000004	826.4	2014.0	2533.0	3932.0	--undefined--
0.0000008	627.0	1857.3	2450.6	3550.8	--undefined--
0.000002	1610.1	2041.2	3138.0	3702.8	--undefined--
0.000003	1471.2	1853.9	2798.7	3742.7	--undefined--
0.000001	1474.2	2033.8	3140.6	3899.8	--undefined--
0.000002	472.2	2030.7	2735.3	3772.4	--undefined--
0.000001	1330.0	2129.5	2946.6	3954.9	--undefined--
0.000002	1213.2	2129.9	2899.0	3896.7	--undefined--
0.00002	513.7	1632.9	2630.0	3625.2	5409.3
0.005	308.4	2146.9	2958.3	3525.8	--undefined--
0.124	2068.3	2921.0	3274.6	4413.0	--undefined--
0.125	1164.1	2031.9	2970.5	3784.5	--undefined--
0.297	1835.7	2066.1	3104.7	3900.6	--undefined--
0.254	1487.2	2167.6	3157.0	3562.9	--undefined--
0.304	574.0	1952.5	2364.9	3321.0	3778.5
0.312	812.5	1795.8	2346.7	3382.9	4012.7
0.296	998.5	1767.7	2363.8	3343.7	3961.7
0.350	848.8	1557.3	2429.3	3564.1	3747.5
0.261	884.0	1719.9	2631.0	3580.3	4258.6
0.294	975.2	1629.0	2631.2	3569.7	4958.5
0.270	946.5	1627.7	2743.8	3568.7	4892.2
0.293	909.3	2117.9	2769.0	3529.3	4594.7
0.291	920.4	1855.1	2622.7	3374.5	4311.6
0.118	750.2	1809.4	2266.7	3148.2	4470.9
0.022	735.1	1527.3	2552.4	3394.7	4453.4
0.010	614.0	1635.9	2762.2	3418.5	4417.1
0.006	804.2	1704.9	2514.5	3226.1	4434.7
0.002	767.5	1800.2	2515.7	3123.3	4469.8
0.0009	675.5	1748.8	2734.8	3507.4	4583.4
0.0006	712.3	1706.7	2863.6	3803.3	--undefined--
0.0001	834.2	1514.7	3258.2	3686.1	--undefined--
0.004	812.6	1731.5	3400.4	4020.0	5165.7
0.024	819.0	2060.0	3319.3	4111.5	5203.6
0.047	912.8	2158.3	3423.8	4093.7	--undefined--
0.093	690.9	2147.6	3126.5	4424.8	--undefined--
0.072	710.6	1741.8	3294.1	3855.3	--undefined--
0.033	748.7	1855.3	3237.8	3786.8	--undefined--
0.176	747.9	1896.0	2627.6	3306.2	4666.4
0.244	801.9	1919.6	2597.0	3276.9	5211.7
0.211	763.9	1862.7	2361.2	3060.9	4611.4
0.134	763.6	1801.4	2246.2	3075.4	4539.2
0.144	763.9	1882.7	2350.2	3100.0	4583.3
0.155	769.2	1909.1	2495.4	3074.7	4611.5
0.127	767.2	1899.1	2405.7	3048.1	4628.3
0.098	765.6	1894.4	2579.8	2992.4	4661.0
0.071	754.2	1855.8	2262.9	3033.5	4657.3
0.090	765.1	1886.7	2304.3	3084.6	4635.3
0.115	757.3	1857.7	2556.0	3019.9	4620.2
0.328	771.6	1840.4	2604.3	3056.0	4915.0
0.391	759.2	1869.2	2624.0	3080.6	4945.0
0.338	769.0	1910.7	2638.7	3179.3	4848.3
0.347	763.2	2003.6	2589.7	3267.7	5109.6
0.268	733.3	1958.0	2498.8	3235.5	4744.7
0.083	965.3	2045.2	2559.0	3322.2	4590.9
0.064	637.7	1819.2	2576.9	3297.2	4433.1
0.024	641.4	1455.7	2519.1	3312.3	4365.7
0.626	697.3	1980.9	2501.1	3246.8	4201.0
0.402	653.2	2185.7	2677.2	3272.3	4776.5
0.207	552.0	2185.9	2818.7	3621.5	--undefined--
0.205	526.9	2180.4	2870.3	3743.4	--undefined--
0.265	560.2	2195.8	2868.0	2875.1	4609.5
0.283	609.6	2203.5	2854.0	3130.3	5396.4
0.453	716.4	2166.1	2605.8	2929.2	4928.0
0.460	775.3	2020.2	2548.7	2991.6	4887.8
0.414	796.6	1832.8	2512.7	3114.0	4770.3
0.076	1239.6	2190.9	2959.1	3881.6	--undefined--
0.010	1019.0	2161.9	2966.1	3551.5	--undefined--
0.011	1109.5	1923.8	2478.4	3040.8	4407.7
0.004	950.7	2186.4	2730.4	3292.5	--undefined--
0.002	738.1	1895.8	2550.0	3310.9	4357.1
0.0006	570.7	2084.3	2609.2	3232.8	4845.6
0.0001	592.3	1779.4	2961.0	3476.4	4951.3
0.008	711.5	1773.7	3010.0	3975.6	4934.6
0.009	341.9	1343.1	3179.0	4232.6	--undefined--
0.010	545.8	1037.6	2994.5	3394.0	4671.9
0.080	738.4	1744.2	3314.1	4296.9	--undefined--
0.178	909.1	1304.1	3230.3	4258.4	--undefined--
0.049	754.6	1186.7	2920.0	3396.8	4443.6
0.135	934.7	1144.9	2412.0	3216.7	4439.0
0.175	800.9	1131.7	2402.1	3205.9	4460.6
0.239	980.4	1160.2	2379.0	3238.0	4452.1
0.265	1163.5	2371.2	3286.2	3745.4	--undefined--
0.242	1149.2	2342.0	3191.2	4903.6	--undefined--
0.201	1146.5	2328.8	3254.0	--undefined--	--undefined--
0.192	1138.8	1417.3	2306.9	3340.7	--undefined--
0.143	1058.2	1349.5	2336.7	3269.4	4601.4
0.151	985.3	1445.3	2268.7	3106.3	4778.3
0.222	843.4	1999.4	2246.4	3005.7	4622.3
0.261	969.8	1537.4	2402.0	2939.4	4503.4
0.193	1090.3	2338.5	2533.5	4601.6	--undefined--
0.124	798.4	1657.9	2567.2	3188.5	4673.0
0.017	841.0	1556.7	2540.3	3022.2	4660.8
0.048	843.8	2024.9	2835.3	3895.9	4715.5
0.023	823.8	1827.7	2838.3	4007.9	--undefined--
0.053	1018.5	2293.8	3210.1	4221.5	--undefined--
0.076	1220.0	2175.9	3136.1	4098.5	--undefined--
0.125	1499.7	2752.9	3403.3	4165.2	--undefined--
0.564	685.5	1960.3	2696.1	3517.7	4135.6
0.360	649.8	2309.0	2923.5	3648.0	--undefined--
0.284	317.9	2269.1	2781.6	3587.3	4605.0
0.290	2238.2	2962.5	3615.7	--undefined--	--undefined--
0.273	2165.9	2791.8	3752.8	4677.7	--undefined--
0.205	190.9	2329.7	2695.4	3680.0	4766.2
0.135	255.1	2249.2	2885.9	3768.7	--undefined--
0.085	2110.1	2602.1	4048.3	5306.8	--undefined--
0.117	1982.1	2669.7	3930.2	5087.4	--undefined--
0.088	2445.3	3248.3	4176.8	5044.1	--undefined--
0.050	2288.0	3203.4	4340.2	5238.7	--undefined--
0.161	821.4	2463.7	3330.2	4182.8	5157.8
0.077	1700.3	2566.7	4126.5	4966.8	--undefined--
0.692	614.6	2000.6	2644.1	3517.0	--undefined--
0.545	894.3	1650.3	2516.4	3495.5	4509.0
0.325	880.9	1669.0	2570.1	3613.5	4035.8
0.177	908.9	1711.4	2577.9	3369.0	4466.5
0.096	958.6	1538.2	2864.5	3972.1	--undefined--
0.100	920.2	1478.3	2858.1	3973.3	--undefined--
0.176	967.2	1456.9	2770.2	3823.6	--undefined--
0.140	977.0	1405.6	2784.7	3835.5	--undefined--
0.187	987.3	1314.0	2852.9	3641.2	5294.9
0.127	951.5	1369.6	2735.8	3717.5	--undefined--
0.085	925.2	1356.1	3009.9	3736.3	--undefined--
0.107	1041.4	1290.8	2955.8	3769.6	--undefined--
0.148	900.6	1350.6	2864.1	3763.9	5322.1
0.101	987.1	1314.2	2956.7	3742.3	--undefined--
0.122	904.9	1236.4	2837.2	3746.9	--undefined--
0.051	849.3	1262.3	2790.2	3727.9	--undefined--
0.009	831.5	1298.0	2801.1	3652.2	--undefined--
0.002	959.8	1183.7	2774.5	3568.4	--undefined--
0.0008	822.0	1298.1	2954.3	3555.6	--undefined--
0.0004	789.4	1243.1	2797.8	3638.7	--undefined--
0.0002	839.8	1320.4	2860.2	3605.9	--undefined--
0.00002	667.6	1129.2	2841.8	3458.9	--undefined--
0.000009	352.5	1272.8	2477.5	3140.9	--undefined--
0.000007	371.6	1057.9	2221.1	3142.1	5448.3
0.000008	487.4	1069.5	2998.3	3325.7	--undefined--
0.000006	410.9	888.5	2905.6	3250.5	5448.1
0.000006	344.7	936.1	2530.3	3268.1	5448.7
0.00001	358.2	852.8	3023.3	3493.9	--undefined--
0.00001	783.5	2567.4	3558.1	--undefined--	--undefined--
0.00003	329.4	815.1	3047.2	4325.2	--undefined--
0.00002	352.3	847.8	2937.4	4166.1	--undefined--
0.00010	750.8	1514.5	2947.8	4060.0	--undefined--
0.0002	358.3	1227.8	3100.7	4012.7	--undefined--
0.003	384.8	500.7	3443.1	3613.7	4373.7
0.069	584.8	945.7	3076.4	3691.8	4574.4
0.109	610.8	1201.5	2957.3	3760.7	4534.0
0.158	799.6	1228.2	2870.7	3730.7	4138.5
0.266	881.5	1390.1	2689.1	3605.8	4076.3
0.455	1036.5	1639.1	2633.7	3485.1	4001.9
0.612	1136.7	1724.4	2558.3	3538.9	3772.0
0.441	941.8	1754.6	2511.2	3420.0	3930.1
0.663	1104.3	1814.8	2501.0	3302.9	3735.0
0.180	961.7	1862.0	2455.9	3205.4	3948.8
0.207	855.7	1947.6	2569.7	3563.8	4158.1
0.687	895.7	2244.4	2615.9	3944.6	4393.8
0.692	749.9	2574.5	3163.6	3966.6	4580.9
0.712	595.0	2505.7	3002.0	4134.8	4764.9
0.650	534.1	2513.1	2906.7	4185.4	4719.3
0.352	492.5	2579.2	3186.5	4172.1	4748.1
0.216	502.6	2344.8	3007.6	4215.9	4703.9
0.023	570.5	2170.2	3167.9	4080.5	4854.3
0.021	584.9	2150.7	4079.8	4686.7	--undefined--
0.039	491.3	1983.2	3608.5	4269.1	4865.7
0.022	573.0	2096.9	3675.0	4212.5	4887.2
0.048	545.1	2115.2	4237.8	4297.8	5038.4
0.015	750.8	2157.6	4227.8	4803.2	4913.2
0.016	683.4	1996.7	3942.2	4717.5	5129.3
0.008	583.4	1857.7	4009.2	4274.8	4977.7
0.005	648.4	2219.3	4271.4	4969.1	--undefined--
0.018	708.4	1744.5	3935.2	4541.4	5000.5
0.107	473.8	1746.4	3609.9	4152.2	4862.5
0.129	733.4	1514.6	3422.8	3966.2	4460.3
0.208	726.1	1461.6	2764.6	3939.2	4421.0
0.143	740.2	1471.0	2808.3	3730.4	4111.0
0.087	760.8	1276.3	2869.0	3760.0	4424.9
0.045	771.4	1120.8	2929.3	3610.8	4382.0
0.044	779.5	1276.6	3126.1	3640.4	4467.2
0.032	776.2	948.3	3183.1	3636.1	4558.8
0.024	644.4	858.1	3087.8	3702.2	4445.9
0.013	756.9	1188.0	3094.6	3789.8	4725.1
0.005	863.5	1362.9	2967.4	3721.3	5099.5
0.006	774.5	1181.7	2994.9	3775.0	5007.0
0.014	745.0	2399.7	4103.8	5041.4	--undefined--
0.018	769.9	2343.5	3859.4	4544.6	--undefined--
0.039	702.1	1926.2	3867.8	4414.4	--undefined--
0.001	461.0	1935.5	3878.9	4336.0	--undefined--
0.001	724.3	2189.3	4268.3	5019.7	--undefined--
0.001	755.6	2133.6	4049.8	4085.6	4865.8
0.001	610.8	2125.3	3741.0	4081.3	5106.9
0.002	571.4	2037.3	3388.1	4389.3	5119.8
0.002	627.5	2070.8	3789.2	4424.3	5061.2
0.003	866.8	2102.4	3916.3	4434.2	4970.9
0.0010	603.6	2187.5	3659.6	4420.5	5136.9
0.003	297.1	2035.8	3866.3	4477.4	5069.8
0.001	671.4	1979.8	3640.1	4665.6	5101.0
0.00005	630.3	2038.3	4311.0	4820.2	--undefined--
0.006	628.2	1774.6	3724.2	4915.5	--undefined--
0.164	448.8	2261.5	3591.7	4312.5	4569.0
0.408	589.9	2276.4	3837.0	4351.1	--undefined--
0.512	602.2	2155.8	2756.9	3813.8	4368.9
0.544	645.5	2139.9	2627.4	3658.2	4300.1
0.605	727.6	2001.4	2634.4	3636.5	4090.5
0.318	754.3	1780.9	2231.1	3445.3	3817.6
0.239	770.3	1705.8	1923.0	3404.3	3892.5
0.175	756.8	1651.3	1949.4	3512.6	4026.5
0.106	685.9	1782.0	2138.3	3467.0	4110.8
0.203	661.9	1811.1	2180.2	3604.4	4547.7
0.145	820.9	1865.0	2275.4	3704.1	4611.6
0.040	673.3	1735.5	2110.4	3462.9	4534.9
0.009	738.5	1699.7	2179.7	3481.0	4590.6
0.009	737.7	1754.6	2114.0	3607.4	4553.6
0.003	693.5	1742.9	2207.9	3609.5	4623.1
0.003	685.6	1855.1	2196.6	3584.6	4543.0
0.002	621.9	1281.0	2168.3	3841.6	4774.8
0.016	659.9	1163.5	2835.8	3756.3	4615.5
0.041	626.6	1089.4	2941.6	3816.1	4732.6
0.021	599.6	1016.9	3124.7	3802.8	4788.1
0.012	746.0	1051.6	3226.1	3845.2	4796.0
0.010	638.2	925.7	3336.0	3900.9	4881.4
0.014	569.5	935.3	3262.7	3885.6	4970.6
0.004	656.9	951.7	3272.0	3866.0	5039.0
0.0008	652.2	1044.8	3071.4	3838.5	4930.5
0.0002	696.3	739.7	2888.9	3672.9	4612.2
0.00008	669.1	1129.6	3158.1	3603.2	4958.9
0.00002	623.9	1609.5	3014.7	3842.1	4890.4
0.00004	736.4	2155.0	2876.1	3925.1	4847.8
0.00004	891.6	2373.5	3169.7	4557.3	--undefined--
0.00004	674.1	1949.7	3798.6	4815.4	--undefined--
0.00004	1030.4	2092.9	3840.7	4732.8	--undefined--
0.0001	1025.5	1985.1	3808.0	4751.0	--undefined--
0.012	1080.1	2698.8	3154.4	4122.5	4746.0
0.015	2286.4	3319.6	4284.2	5151.2	--undefined--
0.027	268.3	1929.9	2298.0	3973.0	4886.3
