intensity	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
0.0000000003	1421.5	2450.2	3190.3	5432.5	--undefined--
0.0000000003	1204.0	2204.3	3105.7	5090.1	--undefined--
0.0000000003	1267.5	1925.8	2955.8	4888.3	--undefined--
0.0000000003	1143.5	2428.1	2655.9	5116.1	--undefined--
0.0000000003	1250.5	2180.5	2952.2	3809.9	--undefined--
0.0000000003	928.7	2166.7	3114.5	4437.3	--undefined--
0.0000000003	1397.2	2327.3	3168.0	5053.8	--undefined--
0.0000000003	924.1	1993.7	3012.0	4554.4	--undefined--
0.0000000003	1274.6	1911.4	3023.1	3781.0	--undefined--
0.0000000003	1168.2	2102.8	2969.9	3265.2	--undefined--
0.0000000003	1043.4	2071.8	2906.8	4652.1	--undefined--
0.0000000002	989.4	2152.2	2845.4	4322.8	--undefined--
0.0000000003	1231.3	2283.6	3219.5	4993.9	--undefined--
0.0000000003	1085.4	1986.8	2976.1	4435.0	--undefined--
0.0000003	1020.2	1836.5	3012.9	4699.5	--undefined--
0.0000003	913.4	2226.8	3307.1	4320.1	--undefined--
0.0000004	946.7	2022.5	3040.9	3807.2	--undefined--
0.0000007	375.7	1712.2	2611.5	3704.4	--undefined--
0.0000010	865.3	2120.2	3257.8	4612.9	--undefined--
0.000001	748.5	2041.3	3121.9	4931.0	--undefined--
0.000002	1029.9	2408.3	3308.7	4985.1	--undefined--
0.000004	1096.8	1998.5	2916.8	4800.8	--undefined--
0.000006	1091.6	2080.3	3174.3	4938.7	--undefined--
0.000009	802.0	2007.2	3157.7	4953.1	--undefined--
0.00003	279.3	1865.0	2761.2	3827.6	4826.0
0.00009	995.8	2704.9	2907.5	4097.3	--undefined--
0.001	229.2	1035.6	2683.1	3876.7	4926.3
0.011	386.2	2657.5	2733.5	3782.6	4797.1
0.011	383.0	1949.7	2634.2	3682.4	4781.9
0.011	363.5	2226.0	2694.4	3476.0	4763.9
0.015	315.8	2258.9	2782.2	3609.4	3782.1
0.022	827.4	2395.1	2965.8	3911.7	4471.1
0.022	818.7	2573.3	3314.0	4054.6	4056.4
0.005	783.4	2544.4	2657.4	3896.2	4555.0
0.006	710.3	2690.1	2828.4	3974.7	4597.1
0.010	1023.0	2615.3	3504.8	4432.9	--undefined--
0.010	694.1	2422.7	2886.2	3783.9	4462.1
0.002	575.5	1698.2	2468.7	3423.8	4481.0
0.046	1189.4	2445.3	3066.9	4403.4	--undefined--
0.046	938.6	1707.0	2633.8	3076.4	4298.0
0.008	660.8	2517.8	3040.1	4538.3	--undefined--
0.011	406.4	1891.3	2496.0	3962.8	5006.7
0.011	422.7	1546.3	2386.4	4034.4	4849.7
0.008	480.8	1535.3	2447.7	3944.2	4926.7
0.008	696.3	909.8	2399.2	4109.7	4788.6
0.008	570.8	1009.7	2334.5	4029.1	4881.0
0.005	677.5	2211.2	3975.5	4799.5	--undefined--
0.005	654.5	1319.2	2139.6	4071.1	4823.8
0.005	553.1	1075.2	2503.9	4112.7	4932.7
0.005	541.1	1414.1	2311.0	4081.0	4921.9
0.005	507.9	1270.3	2601.0	4138.2	4929.4
0.005	515.0	1172.0	2577.1	4176.6	4786.7
0.005	373.8	1108.0	2628.7	4191.0	4655.4
0.005	386.6	2562.2	3536.4	4668.0	--undefined--
0.005	862.4	2528.0	4414.5	4698.7	--undefined--
0.001	756.1	2463.8	4065.0	4728.9	--undefined--
0.002	111.6	472.5	2482.7	4016.6	4867.2
0.005	401.4	1511.3	2391.2	4028.2	4866.9
0.010	384.1	2075.8	2574.9	4066.2	5040.7
0.022	371.7	2161.9	2715.7	4042.6	4987.7
0.022	383.6	2625.1	2685.0	4084.3	4856.0
0.026	364.0	2568.1	3977.2	4312.1	--undefined--
0.083	391.8	2707.8	2919.0	4042.6	4797.9
0.083	481.2	2755.0	2983.7	4087.4	4587.8
0.059	654.9	2730.9	3023.9	4006.1	4671.4
0.054	643.9	2633.6	3058.8	4007.2	4581.8
0.031	717.3	2755.1	3084.7	4233.3	4773.5
0.007	945.4	2389.4	3089.2	4119.2	--undefined--
0.006	830.1	2782.1	2831.0	4030.7	5283.8
0.007	1089.6	2075.9	3131.0	3975.3	5051.1
0.007	1529.5	2858.3	3957.4	4768.3	--undefined--
0.0006	588.1	1923.9	3141.7	4030.2	4891.4
0.0006	596.4	1922.5	3120.2	4080.0	4923.5
0.00001	718.0	1614.9	2583.8	3972.2	4660.1
0.000003	926.4	1559.6	2807.8	3953.2	--undefined--
0.0000009	556.6	1815.3	2779.5	3515.1	--undefined--
0.0000010	547.4	1311.1	3198.0	3325.8	--undefined--
0.0000010	563.1	1607.6	3027.9	3309.1	--undefined--
0.0000004	546.2	1785.3	2730.6	3817.6	--undefined--
0.0000002	1059.0	2451.2	3146.7	--undefined--	--undefined--
0.000000005	938.8	1958.0	3006.3	4642.9	--undefined--
0.000000005	1200.9	2072.9	2990.4	3677.6	--undefined--
0.000000004	1205.1	2492.9	3527.0	--undefined--	--undefined--
0.000000004	1195.3	2037.2	2997.7	4296.8	--undefined--
0.000000004	1010.3	1926.7	2974.4	4074.6	--undefined--
0.000000004	1101.1	2096.3	3001.0	4188.9	--undefined--
0.000000004	1107.9	1882.3	2661.3	3720.1	--undefined--
0.000000004	1130.2	1907.1	3161.9	4092.7	--undefined--
0.000000004	1008.2	1934.1	3045.5	4706.9	--undefined--
0.000000004	1259.3	1775.2	2919.5	3819.2	--undefined--
0.000000004	1064.0	1962.3	2889.3	4139.4	--undefined--
0.000000004	1382.4	2240.5	3429.3	--undefined--	--undefined--
0.000000004	1058.5	2108.7	3097.0	3902.0	--undefined--
0.000000004	1218.8	2352.0	2840.5	3522.4	--undefined--
0.000000004	1267.0	2254.7	3285.0	--undefined--	--undefined--
0.000000004	1096.5	2155.3	2646.3	4132.4	--undefined--
0.000000003	994.1	2067.8	3025.8	3825.1	--undefined--
0.000000003	1042.5	2019.2	2926.1	4083.2	--undefined--
0.000000003	1067.2	1851.3	2903.7	4068.6	--undefined--
0.000000003	1328.0	2308.8	2618.0	3821.1	--undefined--
0.000000003	1033.0	2008.2	2878.0	4258.7	--undefined--
0.000000003	918.4	2121.5	2830.8	4063.2	--undefined--
0.000000003	941.5	2002.9	2887.2	4298.8	--undefined--
0.000000003	1220.3	2212.0	3266.9	4796.9	--undefined--
0.000000003	1049.7	1855.2	2849.3	4074.8	--undefined--
0.000000003	932.7	1795.3	2948.4	3892.9	--undefined--
0.000000003	1343.8	2157.5	3322.5	--undefined--	--undefined--
0.000000003	1057.0	1987.8	3232.8	4027.6	--undefined--
0.000000003	1006.9	1921.8	2818.8	4166.4	--undefined--
0.000000003	1139.4	1970.2	2966.0	3801.1	--undefined--
0.000000003	1032.2	2017.9	3062.3	3662.3	--undefined--
0.000000003	1066.5	2092.5	3156.1	4538.2	--undefined--
0.000000003	1070.4	1841.6	2811.1	4151.5	--undefined--
0.000000003	949.7	1893.1	2874.8	4400.8	--undefined--
0.000000003	1138.7	2019.9	3048.7	--undefined--	--undefined--
0.000000003	1016.7	1939.9	3057.8	3994.9	--undefined--
0.000000003	1018.4	2018.2	2893.0	3945.5	--undefined--
0.000000003	934.3	2000.5	2851.5	4021.7	--undefined--
0.000000003	990.1	1873.0	2788.7	4204.8	--undefined--
0.000000003	1182.4	2077.0	2904.0	3890.0	--undefined--
0.000000003	955.4	1944.1	2909.2	4321.8	--undefined--
0.000000004	1176.2	2130.8	3104.1	4160.0	--undefined--
0.000000004	1030.0	2104.3	3162.7	4785.0	--undefined--
0.000000004	1058.4	2018.3	2846.9	4095.3	--undefined--
0.000000004	1044.1	2174.3	3044.1	4538.4	--undefined--
0.000000004	1272.4	2029.3	2937.2	4010.6	--undefined--
0.000000004	1251.4	1654.2	2792.0	4234.4	--undefined--
0.000000004	1059.8	2127.8	2996.9	3938.7	--undefined--
0.000000004	967.5	1979.2	2850.6	4161.5	--undefined--
0.000000004	1093.1	2101.0	2888.9	3750.8	--undefined--
0.000000004	991.3	2109.2	2992.5	4270.1	--undefined--
0.000000005	1165.4	2049.3	3017.8	3950.4	--undefined--
0.000000005	1128.3	1967.3	2930.7	4139.8	--undefined--
0.000000005	1208.7	1953.0	2941.9	4222.5	--undefined--
0.000000005	909.9	2081.6	2821.7	4273.4	--undefined--
0.000000006	1009.7	1951.5	2846.5	4142.6	--undefined--
0.000000008	1135.3	2586.9	3557.4	--undefined--	--undefined--
0.0001	850.2	2468.3	3664.0	3985.8	--undefined--
0.001	488.5	1888.7	2936.2	3765.4	5016.7
0.002	2031.0	2758.0	3892.8	4997.0	--undefined--
0.006	247.7	2076.4	2810.6	3501.5	5079.8
0.007	293.9	2026.6	2864.1	3658.9	--undefined--
0.007	430.0	1987.9	3061.4	3750.0	--undefined--
0.009	453.9	1511.2	2313.0	3223.5	4843.8
0.015	667.5	1177.7	2499.5	3154.6	4771.9
0.015	742.3	1173.7	2346.0	3302.9	--undefined--
0.020	735.5	1699.1	2480.2	3422.0	--undefined--
0.020	725.9	1275.4	2159.4	3328.7	--undefined--
0.014	725.1	1281.0	2087.0	3248.9	--undefined--
0.013	737.6	1277.3	2014.6	3190.8	--undefined--
0.010	748.3	1279.3	1907.5	3315.3	--undefined--
0.014	713.6	1153.7	2121.6	3475.1	--undefined--
0.014	738.9	1076.2	2452.1	3582.4	--undefined--
0.014	709.8	924.2	2825.9	3818.1	--undefined--
0.011	624.8	933.7	2819.2	3928.5	--undefined--
0.008	721.8	850.8	2959.0	3926.0	--undefined--
0.009	587.8	986.6	2954.1	3841.6	--undefined--
0.024	644.3	956.5	2891.6	3745.7	5172.9
0.027	755.6	1018.9	2861.8	3637.5	4906.3
0.027	928.9	1162.0	2938.6	3737.7	5256.4
0.028	928.4	1209.1	3092.8	3681.1	4643.9
0.029	963.6	1243.2	2959.3	3705.2	4255.6
0.069	1011.9	1154.2	2944.3	3759.4	4207.3
0.070	1078.9	1305.0	2809.1	3670.2	4181.8
0.070	1106.6	1411.9	2929.6	3810.9	4167.4
0.063	1031.5	1431.9	3002.4	3666.4	4155.4
0.070	1020.1	1541.4	2905.9	3534.7	4190.8
0.101	1041.2	1652.7	2781.5	3678.7	4374.8
0.101	929.7	1804.5	2816.8	3556.8	4463.4
0.078	884.1	2018.3	2853.0	3452.8	4356.1
0.078	803.1	2174.2	2830.3	3683.7	4403.3
0.058	820.5	2159.4	2815.3	3550.7	4301.7
0.058	584.5	2292.6	2824.6	3625.0	4273.7
0.050	521.9	2419.2	2885.8	3636.7	3886.2
0.010	446.1	2263.5	2646.3	3652.8	3985.5
0.009	553.3	2282.3	2758.4	3653.5	4151.9
0.014	636.0	2140.1	2745.6	3576.6	4157.0
0.028	807.2	1951.3	2773.2	3279.2	3996.3
0.070	875.9	1789.4	2641.1	3185.8	4360.1
0.102	991.2	1828.3	2685.2	3249.0	4401.3
0.102	915.5	1810.2	2509.1	3282.7	4668.3
0.101	869.3	1808.4	2577.3	3299.1	4548.9
0.057	761.8	1838.1	2396.5	3111.7	4517.4
0.013	742.8	1717.9	2568.5	3375.8	4395.3
0.003	819.6	2272.8	2433.6	3725.7	--undefined--
0.019	212.9	1730.1	2454.3	3435.0	--undefined--
0.056	486.7	2024.4	2602.1	3428.7	4200.4
0.066	554.5	1999.0	2686.2	3500.5	4206.9
0.076	583.8	2020.5	2610.4	3569.8	3715.6
0.086	713.6	2088.4	2730.1	3656.8	3870.2
0.086	847.5	1940.4	2612.5	3797.9	3850.8
0.065	812.6	1671.5	2511.9	3716.4	4142.7
0.038	645.4	1497.4	2525.4	3834.8	--undefined--
0.014	627.6	1606.0	2555.1	3669.6	--undefined--
0.017	742.3	1645.6	2635.9	3779.9	--undefined--
0.035	557.5	1764.3	2650.8	3779.5	4665.0
0.042	528.4	1891.1	2675.8	3765.2	4541.3
0.058	512.9	1986.9	2714.2	3821.6	4555.2
0.090	508.5	2148.8	2806.5	3811.9	4471.9
0.090	578.1	2066.6	2841.6	3782.4	4664.7
0.063	596.8	2022.3	2938.1	3982.8	5333.1
0.007	607.1	2145.0	2930.9	3741.6	5198.6
0.008	571.2	2150.3	3415.7	3883.3	4949.1
0.010	449.5	2249.9	2916.2	3821.1	5033.0
0.010	380.0	2213.0	2882.6	3754.6	4862.2
0.028	427.1	2290.6	3108.5	3539.7	4529.4
0.035	532.8	2016.0	2746.0	3704.7	4745.3
0.038	512.1	2173.3	2793.7	3630.7	4497.1
0.054	579.0	2090.5	2760.4	3644.5	4439.8
0.054	592.4	2123.4	2826.0	3745.6	4663.1
0.049	503.5	2063.4	2670.2	3615.3	4420.6
0.049	409.1	2275.2	2829.3	3747.2	4720.7
0.005	414.3	2015.2	2722.2	3684.6	4585.9
0.0009	506.4	2230.6	2776.4	3395.5	4451.2
0.007	284.7	2290.8	2977.5	3829.2	4531.4
0.011	89.0	2601.1	2932.6	3755.0	4486.5
0.019	176.2	2732.2	2932.0	3790.9	4595.4
0.019	2447.7	2837.4	3710.9	4632.2	--undefined--
0.007	1215.7	2467.7	3231.8	3767.5	4639.3
0.014	283.3	2543.2	2699.5	3690.2	4544.6
0.023	311.5	2175.7	2540.0	3491.8	4121.7
0.027	344.8	2259.4	2481.8	3538.5	3733.4
0.027	438.1	2103.6	2396.1	3529.8	3644.6
0.028	513.2	1983.9	2425.3	3369.7	5179.3
0.028	482.0	1977.8	2780.7	3420.9	--undefined--
0.021	449.9	2030.1	2534.5	3373.8	--undefined--
0.018	435.9	1936.5	2361.3	3342.9	--undefined--
0.017	1392.9	2124.4	2769.2	3375.4	--undefined--
0.009	516.4	1595.4	2308.6	3327.8	--undefined--
0.005	439.3	1386.6	2254.0	3352.5	4473.2
0.004	496.3	1349.3	2314.1	3323.3	4414.4
0.001	472.2	1270.4	2375.6	3347.9	4528.8
0.0007	1057.9	2190.9	2731.2	3302.7	--undefined--
0.0001	804.7	1640.7	2222.9	3303.2	--undefined--
0.00005	531.2	1365.7	2262.6	3276.4	--undefined--
0.00002	510.1	1980.7	2381.8	3333.4	--undefined--
0.000002	477.6	1819.4	2470.8	3326.3	--undefined--
0.0000003	727.2	2216.0	2900.0	3395.8	--undefined--
0.00000009	612.1	2196.0	3000.7	3331.3	--undefined--
0.00000009	219.6	518.5	2256.6	3361.8	--undefined--
0.00000002	602.8	1537.0	2203.4	3168.6	--undefined--
0.00000003	571.5	1818.7	2991.8	3354.2	--undefined--
0.00000006	628.7	1797.3	2409.0	3573.6	--undefined--
0.0000001	742.9	1936.0	2566.1	3712.9	--undefined--
0.0000002	959.8	2044.1	2681.5	3707.7	--undefined--
0.0000004	771.8	2070.9	2550.6	3684.4	--undefined--
0.0000007	1534.0	2286.1	2885.7	3628.4	--undefined--
0.0000007	1217.2	2008.4	3026.2	3805.7	--undefined--
0.0000005	1293.4	2076.6	3152.2	3788.1	--undefined--
0.0000005	1607.2	2174.7	2918.8	3804.2	--undefined--
0.0000005	1219.8	2139.9	2837.8	3900.0	--undefined--
0.000004	623.9	1603.1	2559.6	3619.5	--undefined--
0.001	100.4	2011.4	2896.7	3890.5	--undefined--
0.031	294.4	2043.8	2904.2	3621.7	4163.1
0.031	2002.2	2935.6	3391.8	4580.7	--undefined--
0.074	2139.3	3025.1	3786.5	--undefined--	--undefined--
0.074	1434.1	2111.9	3137.3	3558.0	--undefined--
0.076	439.6	2003.6	2236.7	3362.3	3687.8
0.078	605.1	1844.0	2331.0	3328.1	3918.8
0.078	886.5	1859.5	2342.3	3387.9	3902.8
0.088	904.6	1729.1	2392.5	3474.0	3886.2
0.088	867.4	2106.6	2604.5	3670.9	4443.3
0.073	936.8	1681.2	2742.3	3560.1	4989.4
0.073	936.6	1627.3	2715.9	3544.6	4818.4
0.073	953.7	1811.6	2807.6	3638.7	4925.0
0.073	924.9	1716.4	2726.8	3469.1	4546.8
0.073	951.4	1837.7	2603.1	3221.4	4371.4
0.030	809.2	1789.0	2944.3	3395.2	4386.5
0.006	630.3	1610.7	2633.1	3460.9	4517.0
0.003	662.1	1730.8	2778.8	3321.9	4486.6
0.001	812.7	1654.7	2519.4	3375.2	4489.8
0.0006	669.5	1716.5	2844.7	3436.7	4527.4
0.0002	808.8	1514.8	2806.5	3398.5	4617.2
0.0001	768.4	1909.7	2992.4	3569.6	--undefined--
0.0006	883.7	1944.7	3017.9	3496.5	--undefined--
0.004	992.8	2146.1	3334.7	3824.2	--undefined--
0.013	979.5	2131.8	3031.1	3834.9	4782.1
0.091	749.5	2183.3	2892.7	3419.7	4408.5
0.091	694.9	1902.8	2137.1	3151.6	4332.9
0.045	725.0	1866.5	2403.4	3120.2	3992.4
0.044	791.8	1843.3	2509.1	3447.6	4562.6
0.061	759.9	1927.8	2542.2	3283.9	4694.8
0.061	788.3	1903.1	2525.4	3329.8	4769.8
0.053	765.8	1879.9	2481.6	3110.9	4564.9
0.036	766.8	1888.4	2401.3	3099.0	4618.9
0.039	770.8	1912.7	2502.0	3169.4	4603.3
0.039	772.0	1909.0	2469.2	3095.4	4636.0
0.032	766.3	1893.3	2569.6	3051.6	4688.6
0.025	762.2	1880.6	2280.4	3044.1	4622.6
0.023	765.1	1871.2	2554.2	2774.4	4767.4
0.029	762.1	1880.6	2532.6	3005.7	4594.7
0.082	772.3	1844.4	2594.5	3012.8	4798.9
0.098	770.1	1866.6	2653.8	3092.1	4986.1
0.098	762.2	1888.0	2633.5	3122.9	5126.7
0.087	755.9	1957.8	2604.9	3243.0	5064.2
0.087	761.0	2066.6	2576.2	3281.3	4992.4
0.067	876.7	1918.0	2339.5	3234.3	4448.0
0.021	701.3	1893.5	2575.0	3291.1	4405.3
0.016	660.9	1661.5	2474.2	3162.7	4287.8
0.157	1117.1	1150.8	2184.1	3266.7	--undefined--
0.157	678.4	2091.8	2550.7	3249.4	4668.6
0.100	591.0	2189.3	2833.2	3465.7	--undefined--
0.052	572.7	2192.3	2864.0	3686.4	--undefined--
0.066	565.4	2200.6	2824.5	3815.7	--undefined--
0.071	580.8	2206.4	2877.2	2885.4	4659.5
0.113	648.2	2201.1	2709.4	2903.7	5075.5
0.115	745.0	2099.8	2542.4	2940.3	4876.5
0.115	805.6	1971.7	2531.2	3074.0	4747.7
0.104	828.3	1936.7	2234.6	3034.4	4615.5
0.019	877.9	1904.2	2888.9	3512.8	--undefined--
0.003	816.6	2031.8	2960.5	3257.4	5091.8
0.003	1085.4	2112.5	2825.5	3295.8	--undefined--
0.001	732.0	1884.5	2546.1	3296.7	4945.3
0.0005	634.5	2141.5	2141.6	3220.5	4592.8
0.0001	637.2	1852.1	2831.5	3290.8	--undefined--
0.002	820.0	2195.4	2926.4	3787.8	--undefined--
0.004	488.3	2332.6	3820.8	4043.5	--undefined--
0.011	697.0	1133.2	2531.7	3340.3	4460.1
0.024	780.9	1250.0	2438.0	3320.7	4407.5
0.056	707.7	1165.0	2393.7	3324.2	4365.2
0.056	785.6	1266.7	2390.4	3209.6	4354.9
0.034	1158.2	1226.0	2389.1	3190.8	4744.8
0.044	921.1	1139.4	2426.6	3203.9	4457.4
0.060	1161.3	2372.4	3223.1	4429.0	--undefined--
0.066	1167.5	2366.6	3249.8	4186.2	--undefined--
0.066	1160.2	2345.7	3208.5	4571.6	--undefined--
0.061	1155.9	2333.3	3194.2	3881.9	--undefined--
0.050	1145.2	2317.9	3338.0	--undefined--	--undefined--
0.048	1120.1	1174.7	2296.4	3241.6	4985.2
0.038	1067.3	2255.8	3009.7	4744.1	--undefined--
0.055	941.7	1529.0	2298.9	3132.0	4703.9
0.065	1019.3	1555.9	2313.0	2992.7	4598.9
0.065	998.6	1392.7	2417.4	2887.4	4533.8
0.048	1036.4	2451.2	2496.6	4530.3	--undefined--
0.031	879.7	1657.0	2643.5	2966.7	4578.0
0.012	839.7	1768.7	2636.1	3405.8	4738.9
0.012	830.6	1896.5	2649.7	4058.8	4818.5
0.013	1050.7	2241.6	3102.7	4252.5	--undefined--
0.019	485.1	1258.1	3222.9	3974.3	--undefined--
0.032	1515.6	2674.3	3088.2	3972.6	--undefined--
0.140	1039.3	2266.4	3155.3	4081.7	--undefined--
0.140	630.2	2073.7	2795.0	3832.7	4133.4
0.090	527.3	2307.1	2911.9	3602.1	--undefined--
0.072	172.7	2286.2	3055.1	3618.1	--undefined--
0.072	227.7	2198.2	2838.1	3710.3	4670.9
0.069	222.1	2171.7	2711.6	3745.5	4777.0
0.052	335.0	2266.1	2611.8	3641.3	4034.2
0.024	216.8	2201.2	2692.4	3777.4	4081.1
0.013	258.6	2135.4	2686.6	3787.0	4488.7
0.006	2310.8	2937.2	4008.4	4615.3	--undefined--
0.006	2410.4	2456.6	3438.3	4191.0	--undefined--
0.003	447.0	2253.6	3100.0	4097.7	4846.9
0.012	408.8	2224.9	2783.0	3990.0	4764.1
0.086	541.7	1899.2	2633.0	3296.9	4187.4
0.118	716.5	1656.8	2528.7	3332.5	3998.4
0.118	960.6	2120.0	2560.1	3681.0	4727.4
0.082	877.2	1842.8	2567.1	3409.9	4828.4
0.044	951.8	1736.0	2678.9	3922.5	--undefined--
0.025	939.2	1438.8	2899.5	3862.0	--undefined--
0.044	957.9	1450.4	2915.7	3967.8	--undefined--
0.044	1016.8	1386.1	2708.3	3770.0	--undefined--
0.047	990.2	1307.5	2889.6	3711.1	5143.3
0.047	980.1	1345.8	2890.1	3658.6	5411.3
0.032	934.2	1439.6	2886.4	3653.8	5295.9
0.027	928.0	1366.2	2855.0	3726.2	5262.5
0.037	921.3	1311.7	2861.7	3769.4	--undefined--
0.037	953.2	1349.5	2880.4	3707.9	5232.2
0.031	1033.2	1340.5	2908.7	3712.2	--undefined--
0.031	907.7	1305.9	2854.1	3746.1	--undefined--
0.013	868.4	1244.6	2919.8	3754.3	--undefined--
0.002	869.2	1296.4	2822.1	3652.2	--undefined--
0.0006	911.4	1269.2	2845.6	3686.3	--undefined--
0.0002	882.2	1271.0	2888.6	3629.7	--undefined--
0.00009	889.3	1290.9	2927.5	3637.6	--undefined--
0.00004	680.5	1262.9	2964.8	3735.6	--undefined--
0.000003	827.1	1523.4	2967.3	3723.6	--undefined--
0.000002	435.9	1206.8	3145.6	3466.8	--undefined--
0.000001	415.5	1036.5	3124.4	3133.6	--undefined--
0.000001	406.3	950.2	3186.1	3528.3	--undefined--
0.000001	438.0	957.4	3201.0	4713.0	--undefined--
0.000002	334.8	849.8	3112.6	3916.1	--undefined--
0.000003	273.4	802.6	2970.3	4054.9	--undefined--
0.000005	738.7	1502.0	3320.3	4171.9	--undefined--
0.000005	788.1	1424.6	3022.8	4243.8	--undefined--
0.00002	755.9	1491.2	3064.7	4059.9	--undefined--
0.00004	149.0	1100.2	3099.0	3944.6	--undefined--
0.0007	325.1	1272.6	3344.6	3711.0	4911.8
0.017	536.1	1060.5	3133.0	3708.4	4400.0
0.027	595.4	1104.6	3046.4	3729.6	4455.0
0.040	703.7	1243.0	2912.4	3719.2	4348.9
0.067	945.5	1364.8	2767.6	3687.0	4139.1
0.114	1013.9	1531.8	2630.9	3600.6	3979.9
0.153	974.7	1583.2	2590.8	3595.7	3798.1
0.153	1022.4	1683.3	2508.9	3288.1	3851.4
0.166	1042.5	1801.2	2540.2	3558.3	3596.3
0.166	968.2	1855.7	2396.8	3329.2	3823.7
0.052	995.3	1865.1	2495.8	3419.6	3979.3
0.172	922.3	2060.4	2614.5	3739.3	4375.3
0.173	708.6	2595.0	2599.4	4097.2	4499.8
0.178	589.2	2538.7	3121.4	4040.8	4641.5
0.178	523.0	2409.9	3010.7	4256.2	4752.3
0.163	509.3	2764.7	2984.9	4225.5	4790.4
0.088	494.3	2405.8	3212.5	4222.3	4737.6
0.054	548.2	2273.7	3237.9	4406.4	4740.4
0.013	583.6	2083.6	2949.4	3972.8	4602.5
0.011	561.3	2208.6	3123.6	4189.0	4818.5
0.011	563.7	2308.9	3163.6	4321.2	4847.8
0.011	645.9	2389.1	2952.5	4396.6	4889.9
0.011	628.1	2264.3	3346.1	4423.6	4939.7
0.005	756.4	2328.9	3237.3	4346.8	5036.2
0.005	847.9	2116.4	3368.8	4387.2	4966.6
0.002	1756.6	2980.5	4145.8	4911.6	--undefined--
0.008	885.5	1956.8	3150.2	4407.0	4759.9
0.028	811.0	2186.3	3441.7	4405.7	4916.6
0.079	725.0	1782.1	3010.7	4000.8	4332.4
0.085	728.0	1690.2	3020.8	3898.5	4399.6
0.085	761.5	1512.4	2845.8	3755.5	4264.0
0.036	743.4	1507.4	2942.1	3705.3	4373.8
0.022	790.5	1262.3	2803.8	3696.4	4366.9
0.011	775.0	1405.6	2941.0	3637.0	4427.2
0.011	799.4	1339.0	3141.3	3634.1	4424.9
0.008	501.6	791.5	3171.9	3666.5	4614.1
0.006	723.6	843.8	3081.5	3762.9	4641.6
0.003	784.2	1273.6	3048.4	3680.6	5087.7
0.001	798.1	1782.8	3072.3	3743.7	5069.5
0.006	740.4	2192.2	3110.3	3699.6	4902.2
0.012	762.7	2377.1	3241.4	4374.6	--undefined--
0.022	694.3	2249.2	2299.2	3537.9	4437.6
0.022	675.0	1931.0	3119.9	3793.3	4415.4
0.001	661.4	2089.4	2948.4	4477.4	4578.7
0.0009	631.6	2125.6	3008.8	4103.2	4857.7
0.0009	770.1	2260.1	3011.5	4000.7	4885.7
0.0005	690.3	2273.7	3214.0	4269.3	4951.4
0.0005	2196.6	3113.2	3991.7	4934.7	--undefined--
0.0007	2085.0	2982.4	3764.5	4894.8	--undefined--
0.0007	2157.6	2939.2	3941.8	4904.6	--undefined--
0.0008	2315.9	3239.0	4239.6	4963.7	--undefined--
0.0008	2106.1	3178.4	4402.4	4851.2	--undefined--
0.0003	2109.4	3083.1	4539.9	--undefined--	--undefined--
0.002	551.2	1945.2	3131.7	4693.3	--undefined--
0.096	604.5	2321.0	3398.8	4462.1	--undefined--
0.466	599.8	2327.7	3143.2	3974.2	4373.5
0.466	596.5	2279.4	3017.4	3819.6	4301.9
0.288	618.2	2140.3	2760.0	3805.9	4213.9
0.151	677.4	2021.6	2572.0	3719.8	4199.3
0.151	724.0	1972.5	2253.6	3548.7	3912.4
0.080	782.4	1776.8	2159.9	3417.4	3987.9
0.060	770.1	1670.7	1955.7	3403.9	4163.5
0.044	717.7	1724.8	2158.2	3498.9	4139.7
0.051	675.5	1739.4	2184.1	3645.7	4418.9
0.051	687.9	1853.5	2199.4	3667.9	4540.7
0.036	706.5	1821.9	2234.5	3623.6	4550.4
0.010	739.0	1796.2	2245.0	3617.4	4593.6
0.002	721.6	1802.1	2180.6	3639.2	4519.8
0.002	718.5	1767.5	2192.7	3618.9	4446.5
0.0007	677.4	1796.2	2236.8	3582.6	4549.0
0.0007	766.7	1583.8	2049.7	3983.0	4952.2
0.004	708.5	1254.9	2560.6	3774.9	4492.5
0.010	645.9	1211.9	2889.2	3756.2	4715.1
0.010	608.0	1087.8	2996.8	3768.7	4786.8
0.005	616.1	1020.2	3174.8	3844.1	4799.9
0.003	666.8	976.5	3293.4	3863.6	4851.6
0.004	617.4	961.2	3363.1	3928.8	4921.1
0.004	591.4	932.2	3310.2	3913.4	4963.9
0.001	661.9	915.3	3382.5	3877.2	5028.5
0.0002	798.5	900.5	3488.4	3753.4	--undefined--
0.00006	635.5	1445.5	2721.7	3713.1	4944.5
0.00002	653.5	1191.5	2850.7	3666.6	5005.0
0.000009	729.7	1756.5	2990.2	3880.9	5010.5
0.00001	770.4	2151.5	2950.5	3979.3	4945.6
0.00003	734.7	2195.1	2803.4	4029.5	4955.2
0.00004	778.8	1995.9	3178.2	3739.9	4996.1
0.00004	825.0	1959.8	2958.3	3729.7	4779.3
0.009	749.2	2208.1	2914.8	3900.1	4948.3
0.012	2122.2	2603.1	3661.4	4438.8	--undefined--
0.016	167.9	2213.1	2938.6	3972.2	4693.6
0.016	260.4	2179.9	2831.1	3715.7	4783.5
